index,Month,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
5072,AUG,1399,2844,2354,3155,3632,4111,4588,5066,5544,6022,6500,6978,7456,7934,8411,8889,9367,9845,10323,10801,11279,11757
5073,SEP,1401,2849,2358,3160,3639,4118,4597,5076,5554,6033,6512,6991,7470,7949,8427,8906,9385,9864,10343,10822,11300,11779
5074,OCT,1403,2854,2362,3166,3646,4126,4605,5085,5565,6045,6524,7004,7484,7964,8444,8923,9403,9883,10362,10843,11322,11802
5075,NOV,1405,2860,2367,3172,3653,4133,4614,5095,5575,6056,6537,7018,7498,7979,8460,8940,9421,9902,10382,10864,11344,11825
5076,DEC,1407,2865,2371,3178,3659,4141,4622,5104,5586,6068,6549,7031,7512,7994,8476,8957,9439,9921,10402,10884,11365,11847
5077,JAN,1410,2870,2375,3183,3666,4149,4631,5114,5596,6079,6561,7044,7527,8009,8492,8974,9457,9940,10422,10905,11387,11870
5078,FEB,1412,2876,2379,3189,3673,4156,4639,5123,5607,6090,6574,7057,7541,8025,8508,8991,9475,9958,10442,10926,11409,11893
5079,MAR,1414,2881,2383,3195,3679,4164,4648,5133,5617,6102,6586,7071,7555,8040,8524,9008,9492,9977,10462,10947,11431,11915
5080,APR,1416,2886,2387,3201,3686,4172,4657,5142,5627,6113,6598,7084,7569,8055,8540,9025,9510,9996,10482,10968,11452,11938
5081,MAY,1419,2891,2391,3206,3693,4179,4665,5152,5638,6125,6611,7097,7583,8070,8556,9042,9528,10015,10501,10988,11474,11961
5082,JUN,1421,2897,2395,3212,3699,4187,4674,5161,5648,6136,6623,7110,7598,8085,8572,9059,9546,10034,10521,11009,11496,11983
5083,JUL,1423,2902,2399,3218,3706,4195,4682,5171,5659,6147,6635,7124,7612,8100,8588,9076,9564,10053,10541,11030,11518,12006
5084,AUG,1425,2907,2404,3224,3713,4202,4691,5180,5669,6159,6648,7137,7626,8116,8605,9093,9582,10072,10561,11051,11539,12029
5085,SEP,1427,2913,2408,3229,3719,4210,4699,5190,5680,6170,6660,7150,7640,8131,8621,9110,9600,10091,10581,11072,11561,12051
5086,OCT,1430,2918,2412,3235,3726,4217,4708,5199,5690,6182,6672,7164,7655,8146,8637,9127,9618,10110,10601,11092,11583,12074
5087,NOV,1432,2923,2416,3241,3733,4225,4717,5209,5701,6193,6685,7177,7669,8161,8653,9144,9636,10129,10621,11113,11605,12097
5088,DEC,1434,2928,2420,3247,3740,4233,4725,5218,5711,6204,6697,7190,7683,8176,8669,9161,9654,10148,10640,11134,11626,12119
5089,JAN,1436,2934,2424,3252,3746,4240,4734,5228,5722,6216,6709,7203,7697,8191,8685,9178,9672,10167,10660,11155,11648,12142
5090,FEB,1439,2939,2428,3258,3753,4248,4742,5237,5732,6227,6722,7217,7711,8207,8701,9195,9690,10186,10680,11176,11670,12165
5091,MAR,1441,2944,2432,3264,3760,4256,4751,5247,5742,6239,6734,7230,7726,8222,8717,9212,9708,10204,10700,11196,11692,12187
5092,APR,1443,2950,2436,3270,3766,4263,4759,5256,5753,6250,6746,7243,7740,8237,8733,9229,9726,10223,10720,11217,11713,12210
5093,MAY,1445,2955,2440,3275,3773,4271,4768,5266,5763,6261,6759,7256,7754,8252,8749,9246,9744,10242,10740,11238,11735,12233
5094,JUN,1447,2960,2445,3281,3780,4278,4777,5275,5774,6273,6771,7270,7768,8267,8766,9263,9762,10261,10760,11259,11757,12256
5095,JUL,1450,2965,2449,3287,3786,4286,4785,5285,5784,6284,6783,7283,7782,8282,8782,9280,9780,10280,10779,11280,11779,12278
5096,AUG,1452,2971,2453,3293,3793,4294,4794,5294,5795,6295,6796,7296,7797,8297,8798,9297,9798,10299,10799,11300,11800,12301
5097,SEP,1454,2976,2457,3298,3800,4301,4802,5304,5805,6307,6808,7310,7811,8313,8814,9315,9816,10318,10819,11321,11822,12324
5098,OCT,1456,2981,2461,3304,3806,4309,4811,5313,5816,6318,6820,7323,7825,8328,8830,9332,9834,10337,10839,11342,11844,12346
5099,NOV,1459,2986,2465,3310,3813,4317,4819,5323,5826,6330,6833,7336,7839,8343,8846,9349,9852,10356,10859,11363,11865,12369
5100,DEC,1461,2992,2469,3316,3820,4324,4828,5332,5837,6341,6845,7349,7854,8358,8862,9366,9870,10375,10879,11384,11887,12392
5101,JAN,1463,2997,2473,3321,3827,4332,4837,5342,5847,6352,6857,7363,7868,8373,8878,9383,9888,10394,10899,11404,11909,12414
5102,FEB,1465,3002,2477,3327,3833,4340,4845,5352,5857,6364,6870,7376,7882,8388,8894,9400,9906,10413,10918,11425,11931,12437
5103,MAR,1467,3008,2482,3333,3840,4347,4854,5361,5868,6375,6882,7389,7896,8404,8910,9417,9924,10431,10938,11446,11952,12460
5104,APR,1470,3013,2486,3339,3847,4355,4862,5371,5878,6387,6894,7402,7910,8419,8926,9434,9942,10450,10958,11467,11974,12482
5105,MAY,1472,3018,2490,3344,3853,4362,4871,5380,5889,6398,6907,7416,7925,8434,8943,9451,9960,10469,10978,11488,11996,12505
5106,JUN,1474,3023,2494,3350,3860,4370,4879,5390,5899,6409,6919,7429,7939,8449,8959,9468,9978,10488,10998,11508,12018,12528
5107,JUL,1476,3029,2498,3356,3867,4378,4888,5399,5910,6421,6931,7442,7953,8464,8975,9485,9996,10507,11018,11529,12039,12550
5108,AUG,1479,3034,2502,3362,3873,4385,4897,5409,5920,6432,6944,7456,7967,8479,8991,9502,10014,10526,11038,11550,12061,12573
5109,SEP,1481,3039,2506,3367,3880,4393,4905,5418,5931,6444,6956,7469,7981,8495,9007,9519,10032,10545,11057,11571,12083,12596
5110,OCT,1483,3045,2510,3373,3887,4401,4914,5428,5941,6455,6968,7482,7996,8510,9023,9536,10050,10564,11077,11592,12105,12618
5111,NOV,1485,3050,2514,3379,3893,4408,4922,5437,5952,6466,6981,7495,8010,8525,9039,9553,10068,10583,11097,11612,12126,12641
5112,DEC,1488,3055,2518,3385,3900,4416,4931,5447,5962,6478,6993,7509,8024,8540,9055,9570,10086,10602,11117,11633,12148,12664
5113,JAN,1490,3060,2523,3390,3907,4423,4939,5456,5972,6489,7005,7522,8038,8555,9071,9587,10104,10621,11137,11654,12170,12686
5114,FEB,1492,3066,2527,3396,3914,4431,4948,5466,5983,6501,7018,7535,8053,8570,9087,9604,10122,10640,11157,11675,12192,12709
5115,MAR,1494,3071,2531,3402,3920,4439,4957,5475,5993,6512,7030,7549,8067,8585,9104,9621,10140,10658,11177,11696,12213,12732
5116,APR,1496,3076,2535,3408,3927,4446,4965,5485,6004,6523,7042,7562,8081,8601,9120,9638,10158,10677,11196,11716,12235,12754
5117,MAY,1499,3082,2539,3413,3934,4454,4974,5494,6014,6535,7055,7575,8095,8616,9136,9655,10176,10696,11216,11737,12257,12777
5118,JUN,1501,3087,2543,3419,3940,4462,4982,5504,6025,6546,7067,7588,8109,8631,9152,9672,10194,10715,11236,11758,12279,12800
5119,JUL,1503,3092,2547,3425,3947,4469,4991,5513,6035,6558,7079,7602,8124,8646,9168,9689,10212,10734,11256,11779,12300,12823
5120,AUG,1505,3097,2551,3431,3954,4477,4999,5523,6046,6569,7092,7615,8138,8661,9184,9706,10230,10753,11276,11800,12322,12845
5121,SEP,1508,3103,2555,3436,3960,4485,5008,5532,6056,6580,7104,7628,8152,8676,9200,9723,10248,10772,11296,11820,12344,12868
5122,OCT,1510,3108,2560,3442,3967,4492,5017,5542,6067,6592,7116,7641,8166,8692,9216,9740,10265,10791,11316,11841,12366,12891
5123,NOV,1512,3113,2564,3448,3974,4500,5025,5551,6077,6603,7129,7655,8180,8707,9232,9757,10283,10810,11335,11862,12387,12913
5124,DEC,1514,3118,2568,3454,3980,4507,5034,5561,6087,6615,7141,7668,8195,8722,9248,9774,10301,10829,11355,11883,12409,12936
5125,JAN,1516,3124,2572,3459,3987,4515,5042,5570,6098,6626,7153,7681,8209,8737,9265,9792,10319,10848,11375,11904,12431,12959
5126,FEB,1519,3129,2576,3465,3994,4523,5051,5580,6108,6637,7166,7695,8223,8752,9281,9809,10337,10867,11395,11924,12452,12981
5127,MAR,1521,3134,2580,3471,4000,4530,5059,5589,6119,6649,7178,7708,8237,8767,9297,9826,10355,10885,11415,11945,12474,13004
5128,APR,1523,3140,2584,3477,4007,4538,5068,5599,6129,6660,7190,7721,8252,8782,9313,9843,10373,10904,11435,11966,12496,13027
5129,MAY,1525,3145,2588,3482,4014,4546,5077,5608,6140,6671,7203,7734,8266,8798,9329,9860,10391,10923,11455,11987,12518,13049
5130,JUN,1528,3150,2592,3488,4021,4553,5085,5618,6150,6683,7215,7748,8280,8813,9345,9877,10409,10942,11474,12008,12539,13072
5131,JUL,1530,3155,2596,3494,4027,4561,5094,5627,6161,6694,7227,7761,8294,8828,9361,9894,10427,10961,11494,12028,12561,13095
5132,AUG,1532,3161,2601,3500,4034,4568,5102,5637,6171,6706,7240,7774,8308,8843,9377,9911,10445,10980,11514,12049,12583,13117
5133,SEP,1534,3166,2605,3505,4041,4576,5111,5646,6181,6717,7252,7787,8323,8858,9393,9928,10463,10999,11534,12070,12605,13140
5134,OCT,1536,3171,2609,3511,4047,4584,5119,5656,6192,6728,7264,7801,8337,8873,9409,9945,10481,11018,11554,12091,12626,13163
5135,NOV,1539,3177,2613,3517,4054,4591,5128,5665,6202,6740,7277,7814,8351,8889,9425,9962,10499,11037,11574,12112,12648,13185
5136,DEC,1541,3182,2617,3523,4061,4599,5137,5675,6213,6751,7289,7827,8365,8904,9442,9979,10517,11056,11594,12132,12670,13208
5137,JAN,1543,3187,2621,3528,4067,4607,5145,5684,6223,6763,7301,7841,8380,8919,9458,9996,10535,11075,11613,12153,12692,13231
5138,FEB,1545,3192,2625,3534,4074,4614,5154,5694,6234,6774,7314,7854,8394,8934,9474,10013,10553,11094,11633,12174,12713,13253
5139,MAR,1548,3198,2629,3540,4081,4622,5162,5703,6244,6785,7326,7867,8408,8949,9490,10030,10571,11113,11653,12195,12735,13276
5140,APR,1550,3203,2633,3546,4087,4630,5171,5713,6255,6797,7338,7880,8422,8964,9506,10047,10589,11131,11673,12216,12757,13299
5141,MAY,1552,3208,2637,3551,4094,4637,5179,5723,6265,6808,7351,7894,8436,8980,9522,10064,10607,11150,11693,12236,12779,13321
5142,JUN,1554,3214,2642,3557,4101,4645,5188,5732,6276,6820,7363,7907,8451,8995,9538,10081,10625,11169,11713,12257,12800,13344
5143,JUL,1556,3219,2646,3563,4108,4652,5197,5742,6286,6831,7375,7920,8465,9010,9554,10098,10643,11188,11733,12278,12822,13367
5144,AUG,1559,3224,2650,3569,4114,4660,5205,5751,6296,6842,7388,7933,8479,9025,9570,10115,10661,11207,11752,12299,12844,13390
5145,SEP,1561,3229,2654,3574,4121,4668,5214,5761,6307,6854,7400,7947,8493,9040,9586,10132,10679,11226,11772,12320,12866,13412
5146,OCT,1563,3235,2658,3580,4128,4675,5222,5770,6317,6865,7412,7960,8507,9055,9603,10149,10697,11245,11792,12340,12887,13435
5147,NOV,1565,3240,2662,3586,4134,4683,5231,5780,6328,6877,7425,7973,8522,9070,9619,10166,10715,11264,11812,12361,12909,13458
5148,DEC,1568,3245,2666,3592,4141,4691,5239,5789,6338,6888,7437,7987,8536,9086,9635,10183,10733,11283,11832,12382,12931,13480
5149,JAN,1570,3250,2670,3597,4148,4698,5248,5799,6349,6899,7449,8000,8550,9101,9651,10200,10751,11302,11852,12403,12952,13503
5150,FEB,1572,3256,2674,3603,4154,4706,5257,5808,6359,6911,7462,8013,8564,9116,9667,10217,10769,11321,11872,12424,12974,13526
5151,MAR,1574,3261,2679,3609,4161,4713,5265,5818,6370,6922,7474,8026,8579,9131,9683,10234,10787,11340,11891,12444,12996,13548
5152,APR,1576,3266,2683,3615,4168,4721,5274,5827,6380,6934,7486,8040,8593,9146,9699,10251,10805,11358,11911,12465,13018,13571
5153,MAY,1579,3272,2687,3620,4174,4729,5282,5837,6391,6945,7499,8053,8607,9161,9715,10269,10823,11377,11931,12486,13039,13594
5154,JUN,1581,3277,2691,3626,4181,4736,5291,5846,6401,6956,7511,8066,8621,9177,9731,10286,10841,11396,11951,12507,13061,13616
5155,JUL,1583,3282,2695,3632,4188,4744,5299,5856,6411,6968,7523,8080,8635,9192,9747,10303,10859,11415,11971,12528,13083,13639
5156,AUG,1585,3287,2699,3638,4195,4752,5308,5865,6422,6979,7536,8093,8650,9207,9764,10320,10877,11434,11991,12548,13105,13662
5157,SEP,1588,3293,2703,3643,4201,4759,5317,5875,6432,6991,7548,8106,8664,9222,9780,10337,10895,11453,12011,12569,13126,13684
5158,OCT,1590,3298,2707,3649,4208,4767,5325,5884,6443,7002,7560,8119,8678,9237,9796,10354,10913,11472,12031,12590,13148,13707
5159,NOV,1592,3303,2711,3655,4215,4775,5334,5894,6453,7013,7573,8133,8692,9252,9812,10371,10931,11491,12050,12611,13170,13730
5160,DEC,1594,3309,2715,3661,4221,4782,5342,5903,6464,7025,7585,8146,8706,9268,9828,10388,10949,11510,12070,12632,13192,13752
5161,JAN,1596,3314,2720,3666,4228,4790,5351,5913,6474,7036,7597,8159,8721,9283,9844,10405,10967,11529,12090,12652,13213,13775
5162,FEB,1599,3319,2724,3672,4235,4797,5359,5922,6485,7047,7610,8172,8735,9298,9860,10422,10985,11548,12110,12673,13235,13798
5163,MAR,1601,3324,2728,3678,4241,4805,5368,5932,6495,7059,7622,8186,8749,9313,9876,10439,11003,11567,12130,12694,13257,13820
5164,APR,1603,3330,2732,3684,4248,4813,5377,5941,6506,7070,7634,8199,8763,9328,9892,10456,11021,11585,12150,12715,13279,13843
5165,MAY,1605,3335,2736,3689,4255,4820,5385,5951,6516,7082,7647,8212,8778,9343,9908,10473,11038,11604,12170,12736,13300,13866
5166,JUN,1608,3340,2740,3695,4261,4828,5394,5960,6526,7093,7659,8226,8792,9358,9924,10490,11056,11623,12189,12756,13322,13889
5167,JUL,1610,3346,2744,3701,4268,4836,5402,5970,6537,7104,7671,8239,8806,9374,9941,10507,11074,11642,12209,12777,13344,13911
5168,AUG,1612,3351,2748,3707,4275,4843,5411,5979,6547,7116,7684,8252,8820,9389,9957,10524,11092,11661,12229,12798,13366,13934
5169,SEP,1614,3356,2752,3712,4282,4851,5419,5989,6558,7127,7696,8265,8834,9404,9973,10541,11110,11680,12249,12819,13387,13957
5170,OCT,1617,3361,2757,3718,4288,4859,5428,5998,6568,7139,7708,8279,8849,9419,9989,10558,11128,11699,12269,12840,13409,13979
5171,NOV,1619,3367,2761,3724,4295,4866,5437,6008,6579,7150,7721,8292,8863,9434,10005,10575,11146,11718,12289,12860,13431,14002
5172,DEC,1621,3372,2765,3730,4302,4874,5445,6017,6589,7161,7733,8305,8877,9449,10021,10592,11164,11737,12309,12881,13452,14025
5173,JAN,1623,3377,2769,3735,4308,4881,5454,6027,6600,7173,7745,8318,8891,9465,10037,10609,11182,11756,12328,12902,13474,14047
5174,FEB,1625,3382,2773,3741,4315,4889,5462,6036,6610,7184,7758,8332,8905,9480,10053,10626,11200,11775,12348,12923,13496,14070
5175,MAR,1628,3388,2777,3747,4322,4897,5471,6046,6621,7196,7770,8345,8920,9495,10069,10643,11218,11794,12368,12944,13518,14093
5176,APR,1630,3393,2781,3753,4328,4904,5479,6055,6631,7207,7782,8358,8934,9510,10085,10660,11236,11812,12388,12964,13539,14115
5177,MAY,1632,3398,2785,3758,4335,4912,5488,6065,6641,7218,7795,8372,8948,9525,10102,10677,11254,11831,12408,12985,13561,14138
5178,JUN,1634,3404,2789,3764,4342,4920,5497,6074,6652,7230,7807,8385,8962,9540,10118,10694,11272,11850,12428,13006,13583,14161
5179,JUL,1637,3409,2793,3770,4348,4927,5505,6084,6662,7241,7819,8398,8977,9555,10134,10711,11290,11869,12448,13027,13605,14183
5180,AUG,1639,3414,2798,3776,4355,4935,5514,6094,6673,7253,7832,8411,8991,9571,10150,10728,11308,11888,12467,13048,13626,14206
5181,SEP,1641,3419,2802,3781,4362,4942,5522,6103,6683,7264,7844,8425,9005,9586,10166,10746,11326,11907,12487,13068,13648,14229
5182,OCT,1643,3425,2806,3787,4369,4950,5531,6113,6694,7275,7856,8438,9019,9601,10182,10763,11344,11926,12507,13089,13670,14251
5183,NOV,1645,3430,2810,3793,4375,4958,5539,6122,6704,7287,7869,8451,9033,9616,10198,10780,11362,11945,12527,13110,13692,14274
5184,DEC,1648,3435,2814,3799,4382,4965,5548,6132,6715,7298,7881,8464,9048,9631,10214,10797,11380,11964,12547,13131,13713,14297
5185,JAN,1650,3441,2818,3804,4389,4973,5557,6141,6725,7310,7893,8478,9062,9646,10230,10814,11398,11983,12567,13152,13735,14319
5186,FEB,1652,3446,2822,3810,4395,4981,5565,6151,6735,7321,7906,8491,9076,9662,10246,10831,11416,12002,12587,13172,13757,14342
5187,MAR,1654,3451,2826,3816,4402,4988,5574,6160,6746,7332,7918,8504,9090,9677,10263,10848,11434,12021,12606,13193,13779,14365
5188,APR,1657,3456,2830,3822,4409,4996,5582,6170,6756,7344,7930,8518,9104,9692,10279,10865,11452,12040,12626,13214,13800,14387
5189,MAY,1659,3462,2835,3827,4415,5004,5591,6179,6767,7355,7943,8531,9119,9707,10295,10882,11470,12058,12646,13235,13822,14410
5190,JUN,1661,3467,2839,3833,4422,5011,5599,6189,6777,7367,7955,8544,9133,9722,10311,10899,11488,12077,12666,13256,13844,14433
5191,JUL,1663,3472,2843,3839,4429,5019,5608,6198,6788,7378,7967,8557,9147,9737,10327,10916,11506,12096,12686,13276,13866,14456
5192,AUG,1665,3478,2847,3845,4435,5026,5617,6208,6798,7389,7980,8571,9161,9753,10343,10933,11524,12115,12706,13297,13887,14478
5193,SEP,1668,3483,2851,3850,4442,5034,5625,6217,6809,7401,7992,8584,9176,9768,10359,10950,11542,12134,12726,13318,13909,14501
5194,OCT,1670,3488,2855,3856,4449,5042,5634,6227,6819,7412,8004,8597,9190,9783,10375,10967,11560,12153,12745,13339,13931,14524
5195,NOV,1672,3493,2859,3862,4455,5049,5642,6236,6830,7424,8017,8611,9204,9798,10391,10984,11578,12172,12765,13360,13953,14546
5196,DEC,1674,3499,2863,3868,4462,5057,5651,6246,6840,7435,8029,8624,9218,9813,10407,11001,11596,12191,12785,13380,13974,14569
5197,JAN,1677,3504,2867,3873,4469,5065,5659,6255,6850,7446,8041,8637,9232,9828,10423,11018,11614,12210,12805,13401,13996,14592
5198,FEB,1679,3509,2871,3879,4476,5072,5668,6265,6861,7458,8054,8650,9247,9843,10440,11035,11632,12229,12825,13422,14018,14614
5199,MAR,1681,3514,2876,3885,4482,5080,5677,6274,6871,7469,8066,8664,9261,9859,10456,11052,11650,12248,12845,13443,14039,14637
5200,APR,1683,3520,2880,3891,4489,5087,5685,6284,6882,7480,8078,8677,9275,9874,10472,11069,11668,12267,12865,13464,14061,14660
5201,MAY,1685,3525,2884,3896,4496,5095,5694,6293,6892,7492,8091,8690,9289,9889,10488,11086,11686,12285,12884,13484,14083,14682
5202,JUN,1688,3530,2888,3902,4502,5103,5702,6303,6903,7503,8103,8703,9304,9904,10504,11103,11704,12304,12904,13505,14105,14705
5203,JUL,1690,3536,2892,3908,4509,5110,5711,6312,6913,7515,8115,8717,9318,9919,10520,11120,11722,12323,12924,13526,14126,14728
5204,AUG,1692,3541,2896,3914,4516,5118,5719,6322,6924,7526,8128,8730,9332,9934,10536,11137,11740,12342,12944,13547,14148,14750
5205,SEP,1694,3546,2900,3919,4522,5126,5728,6331,6934,7537,8140,8743,9346,9950,10552,11154,11758,12361,12964,13568,14170,14773
5206,OCT,1697,3551,2904,3925,4529,5133,5737,6341,6945,7549,8152,8757,9360,9965,10568,11171,11776,12380,12984,13588,14192,14796
5207,NOV,1699,3557,2908,3931,4536,5141,5745,6350,6955,7560,8165,8770,9375,9980,10584,11188,11794,12399,13004,13609,14213,14818
5208,DEC,1701,3562,2913,3937,4542,5149,5754,6360,6965,7572,8177,8783,9389,9995,10601,11205,11811,12418,13023,13630,14235,14841
5209,JAN,1703,3567,2917,3942,4549,5156,5762,6369,6976,7583,8189,8796,9403,10010,10617,11223,11829,12437,13043,13651,14257,14864
5210,FEB,1705,3573,2921,3948,4556,5164,5771,6379,6986,7594,8202,8810,9417,10025,10633,11240,11847,12456,13063,13672,14279,14886
5211,MAR,1708,3578,2925,3954,4563,5171,5779,6388,6997,7606,8214,8823,9431,10040,10649,11257,11865,12475,13083,13692,14300,14909
5212,APR,1710,3583,2929,3960,4569,5179,5788,6398,7007,7617,8226,8836,9446,10056,10665,11274,11883,12494,13103,13713,14322,14932
5213,MAY,1712,3588,2933,3965,4576,5187,5797,6407,7018,7629,8239,8849,9460,10071,10681,11291,11901,12512,13123,13734,14344,14954
5214,JUN,1714,3594,2937,3971,4583,5194,5805,6417,7028,7640,8251,8863,9474,10086,10697,11308,11919,12531,13143,13755,14366,14977
5215,JUL,1717,3599,2941,3977,4589,5202,5814,6426,7039,7651,8263,8876,9488,10101,10713,11325,11937,12550,13162,13776,14387,15000
5216,AUG,1719,3604,2945,3983,4596,5210,5822,6436,7049,7663,8276,8889,9503,10116,10729,11342,11955,12569,13182,13796,14409,15023
5217,SEP,1721,3610,2949,3988,4603,5217,5831,6445,7060,7674,8288,8903,9517,10131,10745,11359,11973,12588,13202,13817,14431,15045
5218,OCT,1723,3615,2954,3994,4609,5225,5839,6455,7070,7686,8300,8916,9531,10147,10762,11376,11991,12607,13222,13838,14453,15068
5219,NOV,1726,3620,2958,4000,4616,5232,5848,6465,7080,7697,8313,8929,9545,10162,10778,11393,12009,12626,13242,13859,14474,15091
5220,DEC,1728,3625,2962,4006,4623,5240,5857,6474,7091,7708,8325,8942,9559,10177,10794,11410,12027,12645,13262,13880,14496,15113
5221,JAN,1730,3631,2966,4011,4629,5248,5865,6484,7101,7720,8337,8956,9574,10192,10810,11427,12045,12664,13282,13900,14518,15136
5222,FEB,1732,3636,2970,4017,4636,5255,5874,6493,7112,7731,8350,8969,9588,10207,10826,11444,12063,12683,13301,13921,14539,15159
5223,MAR,1734,3641,2974,4023,4643,5263,5882,6503,7122,7743,8362,8982,9602,10222,10842,11461,12081,12702,13321,13942,14561,15181
5224,APR,1737,3646,2978,4029,4650,5271,5891,6512,7133,7754,8374,8995,9616,10238,10858,11478,12099,12721,13341,13963,14583,15204
5225,MAY,1739,3652,2982,4034,4656,5278,5899,6522,7143,7765,8387,9009,9630,10253,10874,11495,12117,12739,13361,13984,14605,15227
5226,JUN,1741,3657,2986,4040,4663,5286,5908,6531,7154,7777,8399,9022,9645,10268,10890,11512,12135,12758,13381,14004,14626,15249
5227,JUL,1743,3662,2991,4046,4670,5294,5917,6541,7164,7788,8411,9035,9659,10283,10906,11529,12153,12777,13401,14025,14648,15272
5228,AUG,1746,3668,2995,4052,4676,5301,5925,6550,7175,7800,8424,9049,9673,10298,10922,11546,12171,12796,13421,14046,14670,15295
5229,SEP,1748,3673,2999,4057,4683,5309,5934,6560,7185,7811,8436,9062,9687,10313,10939,11563,12189,12815,13440,14067,14692,15317
5230,OCT,1750,3678,3003,4063,4690,5316,5942,6569,7195,7822,8448,9075,9702,10328,10955,11580,12207,12834,13460,14088,14713,15340
5231,NOV,1752,3683,3007,4069,4696,5324,5951,6579,7206,7834,8461,9088,9716,10344,10971,11597,12225,12853,13480,14108,14735,15363
5232,DEC,1754,3689,3011,4075,4703,5332,5959,6588,7216,7845,8473,9102,9730,10359,10987,11614,12243,12872,13500,14129,14757,15385
5233,JAN,1757,3694,3015,4080,4710,5339,5968,6598,7227,7856,8485,9115,9744,10374,11003,11631,12261,12891,13520,14150,14779,15408
5234,FEB,1759,3699,3019,4086,4716,5347,5977,6607,7237,7868,8498,9128,9758,10389,11019,11648,12279,12910,13540,14171,14800,15431
5235,MAR,1761,3705,3023,4092,4723,5355,5985,6617,7248,7879,8510,9142,9773,10404,11035,11665,12297,12929,13560,14192,14822,15453
5236,APR,1763,3710,3027,4098,4730,5362,5994,6626,7258,7891,8522,9155,9787,10419,11051,11682,12315,12948,13579,14212,14844,15476
5237,MAY,1766,3715,3032,4103,4737,5370,6002,6636,7269,7902,8535,9168,9801,10435,11067,11700,12333,12967,13599,14233,14866,15499
5238,JUN,1768,3720,3036,4109,4743,5377,6011,6645,7279,7913,8547,9181,9815,10450,11083,11717,12351,12985,13619,14254,14887,15522
5239,JUL,1770,3726,3040,4115,4750,5385,6019,6655,7290,7925,8559,9195,9829,10465,11100,11734,12369,13004,13639,14275,14909,15544
5240,AUG,1772,3731,3044,4121,4757,5393,6028,6664,7300,7936,8572,9208,9844,10480,11116,11751,12387,13023,13659,14296,14931,15567
5241,SEP,1774,3736,3048,4126,4763,5400,6037,6674,7310,7948,8584,9221,9858,10495,11132,11768,12405,13042,13679,14316,14953,15590
5242,OCT,1777,3742,3052,4132,4770,5408,6045,6683,7321,7959,8596,9234,9872,10510,11148,11785,12423,13061,13699,14337,14974,15612
5243,NOV,1779,3747,3056,4138,4777,5416,6054,6693,7331,7970,8609,9248,9886,10526,11164,11802,12441,13080,13718,14358,14996,15635
5244,DEC,1781,3752,3060,4144,4783,5423,6062,6702,7342,7982,8621,9261,9901,10541,11180,11819,12459,13099,13738,14379,15018,15658
5245,JAN,1783,3757,3064,4149,4790,5431,6071,6712,7352,7993,8633,9274,9915,10556,11196,11836,12477,13118,13758,14400,15039,15680
5246,FEB,1786,3763,3069,4155,4797,5439,6079,6721,7363,8005,8646,9288,9929,10571,11212,11853,12495,13137,13778,14420,15061,15703
5247,MAR,1788,3768,3073,4161,4803,5446,6088,6731,7373,8016,8658,9301,9943,10586,11228,11870,12513,13156,13798,14441,15083,15726
